event_id,lat,lon,event_cause,severity_tier,closure_risk,f4_risk,type_closure_rate,expected_clearance_min,p90_buffer_min,recommended_personnel,barricade,diversion,resource_hold_min,review_flag,night_flag,location_name,notes
FKID001873,12.9809837,77.6111124,vehicle_breakdown,Low,0.047,0.047,0.043,41,113,1,False,False,113,False,False,,[]
FKID001874,12.8771996,77.59532,others,Medium,0.086,0.025,0.086,75,551,2,False,False,75,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID001875,12.9666907,77.6093903,vehicle_breakdown,Low,0.043,0.026,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001876,12.9682253,77.5679771,vehicle_breakdown,Low,0.253,0.253,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001877,12.9773929,77.5641878,others,Medium,0.086,0.062,0.086,75,551,2,False,False,75,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID001878,13.0012616,77.6190522,vehicle_breakdown,Low,0.092,0.092,0.043,41,113,1,False,False,113,False,False,,[]
FKID001879,12.9297295,77.6329641,pot_holes,Low,0.037,0.037,0.024,36,1010,1,False,False,36,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID001880,13.0417472,77.5470996,vehicle_breakdown,Low,0.043,0.026,0.043,41,113,1,False,False,113,False,False,,[]
FKID001881,13.0395592,77.519242,vehicle_breakdown,Low,0.043,0.015,0.043,41,113,1,False,False,113,False,False,,[]
FKID001882,13.0444623,77.5821031,congestion,Medium,0.044,0.022,0.044,72,97,2,False,False,97,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001883,12.971819,77.6067273,vehicle_breakdown,Low,0.043,0.026,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001884,13.0096217,77.5271817,vehicle_breakdown,Low,0.043,0.031,0.043,41,113,1,False,False,113,False,False,,[]
FKID001885,12.9767271,77.5139048,vehicle_breakdown,Low,0.052,0.052,0.043,41,113,1,False,False,113,False,False,,[]
FKID001886,12.9114369,77.5534029,vehicle_breakdown,Low,0.043,0.018,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001887,13.0022687,77.5259577,vehicle_breakdown,Low,0.043,0.031,0.043,41,113,1,False,False,113,False,False,,[]
FKID001888,12.9063191,77.5869003,vehicle_breakdown,Low,0.044,0.044,0.043,41,113,1,False,False,113,False,False,,[]
FKID001889,12.988752,77.5105533,vehicle_breakdown,Low,0.043,0.021,0.043,41,113,1,False,False,113,False,False,,[]
FKID001890,13.04239208,77.62506662,water_logging,High,0.085,0.046,0.085,113,1066,3,False,True,113,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID001891,13.0079964,77.6922572,vehicle_breakdown,Low,0.085,0.085,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001892,12.9928216,77.5834901,vehicle_breakdown,Low,0.08,0.08,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001893,12.9139817,77.6778533,vehicle_breakdown,Low,0.043,0.024,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001894,12.9697729,77.7009022,construction,High,0.265,0.092,0.265,296,1420,3,False,True,296,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID001895,13.0013441,77.6787302,vehicle_breakdown,Low,0.046,0.046,0.043,41,113,1,False,False,113,False,False,,[]
FKID001896,12.88601305,77.50546757,vip_movement,High,0.916,0.916,0.8,46,110,4,True,True,110,False,False,,[]
FKID001897,12.9889708,77.5078533,others,Medium,0.086,0.075,0.086,75,551,2,False,False,75,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID001898,13.032588,77.5334587,vehicle_breakdown,Low,0.043,0.021,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001899,12.90458,77.6016321,vehicle_breakdown,Low,0.044,0.044,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001900,13.0405969,77.5893434,vehicle_breakdown,Low,0.043,0.036,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001901,13.0251683,77.6597733,vehicle_breakdown,Low,0.043,0.035,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001902,13.0429073,77.5903872,vehicle_breakdown,Low,0.043,0.025,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001903,12.919975,77.6200246,vehicle_breakdown,Low,0.043,0.027,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001904,12.9507688,77.6995792,vehicle_breakdown,Low,0.043,0.021,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001905,12.9760811,77.5881658,vehicle_breakdown,Low,0.076,0.076,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001906,12.9123815,77.5672185,water_logging,High,0.085,0.031,0.085,113,1066,3,False,True,113,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID001907,12.9128853,77.6003295,vehicle_breakdown,Low,0.043,0.015,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001908,12.9084083,77.6282267,vehicle_breakdown,Low,0.043,0.04,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001909,13.0409777,77.5453239,vehicle_breakdown,Low,0.043,0.022,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001910,12.9754646,77.6130964,vehicle_breakdown,Low,0.043,0.019,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001911,12.8701487,77.6533914,vehicle_breakdown,Low,0.043,0.027,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001912,13.0412633,77.6224617,others,Medium,0.097,0.097,0.086,75,551,2,False,False,75,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID001913,12.9750673,77.5522502,road_conditions,High,0.27,0.27,0.124,246,918,3,False,True,246,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID001914,12.9823019,77.6333868,vehicle_breakdown,Low,0.043,0.027,0.043,41,113,1,False,False,113,False,False,,[]
FKID001915,12.9170192,77.5734491,vehicle_breakdown,Low,0.043,0.023,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001916,12.9581664,77.5541415,vehicle_breakdown,Low,0.088,0.088,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001917,13.0444469,77.5829371,congestion,Medium,0.044,0.022,0.044,72,97,2,False,False,97,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001918,13.0403449,77.5442776,vehicle_breakdown,Low,0.043,0.037,0.043,41,113,1,False,False,113,False,False,,[]
FKID001919,12.96984981,77.74995681,vehicle_breakdown,Low,0.043,0.019,0.043,41,113,1,False,False,113,False,False,,[]
FKID001920,12.9531858,77.5418331,vehicle_breakdown,Low,0.053,0.053,0.043,41,113,1,False,False,113,False,False,,[]
FKID001921,13.0576167,77.4717417,others,Medium,0.088,0.088,0.086,75,551,2,False,False,75,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID001922,12.9610365,77.6383557,vehicle_breakdown,Low,0.043,0.042,0.043,41,113,1,False,False,113,False,False,,[]
FKID001923,12.9759083,77.6126967,vehicle_breakdown,Low,0.047,0.047,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001924,12.9224,77.6582723,vehicle_breakdown,Low,0.069,0.069,0.043,41,113,1,False,False,113,False,False,,[]
FKID001925,12.84974901,77.58841351,vip_movement,High,0.8,0.467,0.8,46,110,4,True,True,110,False,False,,[]
FKID001926,12.8016982,77.7102952,vehicle_breakdown,Low,0.045,0.045,0.043,41,113,1,False,False,113,False,False,,[]
FKID001927,12.8020944,77.7091929,vehicle_breakdown,Low,0.045,0.045,0.043,41,113,1,False,False,113,False,False,,[]
FKID001928,12.9528091,77.5374448,vehicle_breakdown,Low,0.048,0.048,0.043,41,113,1,False,False,113,False,False,,[]
FKID001929,13.1330567,77.695735,accident,Low,0.03,0.019,0.03,40,89,1,False,False,89,False,False,,[]
FKID001930,12.969732,77.7005722,construction,High,0.265,0.092,0.265,296,1420,3,False,True,296,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID001931,12.9985422,77.6004573,construction,High,0.541,0.541,0.265,296,1420,4,True,True,296,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID001932,12.9957499,77.6019535,construction,High,0.541,0.541,0.265,296,1420,4,True,True,296,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID001933,12.9747652,77.5770774,others,Medium,0.09,0.09,0.086,75,551,2,False,False,75,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID001934,12.8558344,77.52546483,vip_movement,High,0.835,0.835,0.8,46,110,4,True,True,110,False,False,,[]
FKID001935,12.8642767,77.6578583,accident,Low,0.032,0.032,0.03,40,89,1,False,False,89,False,False,,[]
FKID001936,12.9769148,77.5892897,vehicle_breakdown,Low,0.057,0.057,0.043,41,113,1,False,False,113,False,False,,[]
FKID001937,12.9125622,77.5673106,others,Medium,0.086,0.063,0.086,75,551,2,False,False,75,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID001938,13.0347162,77.5340129,vehicle_breakdown,Low,0.046,0.046,0.043,41,113,1,False,False,113,False,False,,[]
FKID001939,12.9735163,77.5797975,vehicle_breakdown,Low,0.048,0.048,0.043,41,113,1,False,False,113,False,False,,[]
FKID001940,13.0288936,77.5401833,vehicle_breakdown,Low,0.045,0.045,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001941,12.9234922,77.61877,vehicle_breakdown,Low,0.06,0.06,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001942,12.9560396,77.6211669,others,Medium,0.094,0.094,0.086,75,551,2,False,False,75,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID001943,13.0304134,77.5372098,construction,High,0.481,0.481,0.265,296,1420,3,True,True,296,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID001944,13.0413786,77.621576,congestion,Medium,0.044,0.026,0.044,72,97,2,False,False,97,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001945,12.9671821,77.5944014,vehicle_breakdown,Low,0.086,0.086,0.043,41,113,1,False,False,113,False,False,,[]
FKID001946,13.0773066,77.4310221,vehicle_breakdown,Low,0.069,0.069,0.043,41,113,1,False,False,113,False,False,,[]
FKID001947,12.9700189,77.587367,vehicle_breakdown,Low,0.086,0.086,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001948,12.9700189,77.587367,vehicle_breakdown,Low,0.086,0.086,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001949,12.9662158,77.6066903,vehicle_breakdown,Low,0.043,0.026,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001950,12.9616217,77.5605746,vehicle_breakdown,Low,0.088,0.088,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001951,12.8906153,77.598287,vehicle_breakdown,Low,0.043,0.026,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001952,13.0755,77.4322525,vehicle_breakdown,Low,0.069,0.069,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001953,12.9672067,77.5942167,vehicle_breakdown,Low,0.086,0.086,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001954,12.8387034,77.677288,vehicle_breakdown,Low,0.126,0.126,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001955,12.9895692,77.5929043,vehicle_breakdown,Low,0.066,0.066,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001956,13.0425383,77.5875,vehicle_breakdown,Low,0.043,0.039,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001957,12.9669716,77.5878694,others,Medium,0.212,0.212,0.086,75,551,2,False,False,75,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID001958,12.9670049,77.5880678,vehicle_breakdown,Low,0.086,0.086,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001959,12.9873679,77.5880617,vehicle_breakdown,Low,0.043,0.036,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001960,13.1405683,77.6175583,vehicle_breakdown,Low,0.043,0.015,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001961,12.9661525,77.606514,vehicle_breakdown,Low,0.043,0.026,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001962,13.0429419,77.5510705,vehicle_breakdown,Low,0.043,0.021,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001963,13.042595,77.5500417,vehicle_breakdown,Low,0.108,0.108,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001964,12.9743893,77.578041,vehicle_breakdown,Low,0.048,0.048,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001965,13.0208989,77.5283508,construction,High,0.769,0.769,0.265,296,1420,4,True,True,296,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID001966,12.9715774,77.58688,vehicle_breakdown,Low,0.201,0.201,0.043,41,113,1,False,False,113,False,False,,[]
FKID001967,13.0324115,77.5408009,vehicle_breakdown,Low,0.043,0.028,0.043,41,113,1,False,False,113,False,False,,[]
FKID001968,12.9698083,77.5870921,vehicle_breakdown,Low,0.108,0.108,0.043,41,113,1,False,False,113,False,False,,[]
FKID001969,12.9899532,77.5027422,vehicle_breakdown,Low,0.043,0.015,0.043,41,113,1,False,False,113,False,False,,[]
FKID001970,12.90516945,77.4710541,vip_movement,High,0.893,0.893,0.8,46,110,4,True,True,110,False,False,,[]
FKID001971,13.0816411,77.548486,vehicle_breakdown,Low,0.043,0.036,0.043,41,113,1,False,False,113,False,False,,[]
FKID001972,12.8806254,77.5963183,pot_holes,Low,0.024,0.015,0.024,36,1010,1,False,False,36,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID001973,12.9982874,77.584033,vehicle_breakdown,Low,0.043,0.021,0.043,41,113,1,False,False,113,False,False,,[]
FKID001974,13.0187546,77.5575815,vehicle_breakdown,Low,0.043,0.02,0.043,41,113,1,False,False,113,False,False,,[]
FKID001975,13.0391447,77.5200292,vehicle_breakdown,Low,0.043,0.015,0.043,41,113,1,False,False,113,False,False,,[]
FKID001976,12.8893226,77.5978201,pot_holes,Low,0.024,0.015,0.024,36,1010,1,False,False,36,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID001977,13.0065301,77.6875972,vehicle_breakdown,Low,0.086,0.086,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001978,12.9899396,77.5027743,vehicle_breakdown,Low,0.074,0.074,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID001979,12.88032054,77.49681914,vip_movement,High,0.916,0.916,0.8,46,110,4,True,True,110,False,False,,[]
